GeoFips,GeoName,LineCode,Description,2019
20000,Kansas,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
20000,Kansas,519,          Other transportation equipment manufacturing,34389
20000,Kansas,521,          Furniture and related product manufacturing,3670
20000,Kansas,522,          Miscellaneous manufacturing,5166
20000,Kansas,530,        Nondurable goods manufacturing,69668
20000,Kansas,531,          Food manufacturing,34390
20000,Kansas,532,          Beverage and tobacco product manufacturing,1342
20000,Kansas,533,          Textile mills,(D)
20000,Kansas,534,          Textile product mills,1287
20000,Kansas,535,          Apparel manufacturing,688
20000,Kansas,536,          Leather and allied product manufacturing,(D)
20000,Kansas,537,          Paper manufacturing,1797
20000,Kansas,538,          Printing and related support activities,8312
20000,Kansas,539,          Petroleum and coal products manufacturing,2471
20000,Kansas,541,          Chemical manufacturing,8545
20000,Kansas,542,          Plastics and rubber products manufacturing,10576
20000,Kansas,600,      Wholesale trade,63711
20000,Kansas,700,      Retail trade,180214
20000,Kansas,701,        Motor vehicle and parts dealers,21539
20000,Kansas,702,        Furniture and home furnishings stores,5829
20000,Kansas,703,        Electronics and appliance stores,4274
20000,Kansas,704,        Building material and garden equipment and supplies dealers,13319
20000,Kansas,705,        Food and beverage stores,29242
20000,Kansas,706,        Health and personal care stores,10544
20000,Kansas,707,        Gasoline stations,12027
20000,Kansas,708,        Clothing and clothing accessories stores,10601
20000,Kansas,709,"        Sporting goods, hobby, musical instrument, and book stores",7307
20000,Kansas,711,        General merchandise stores,29556
20000,Kansas,712,        Miscellaneous store retailers,15908
20000,Kansas,713,        Nonstore retailers,20068
20000,Kansas,800,      Transportation and warehousing,80256
20000,Kansas,801,        Air transportation,656
20000,Kansas,802,        Rail transportation,5275
20000,Kansas,803,        Water transportation,23
20000,Kansas,804,        Truck transportation,24655
20000,Kansas,805,        Transit and ground passenger transportation,10661
20000,Kansas,806,        Pipeline transportation,991
20000,Kansas,807,        Scenic and sightseeing transportation,70
20000,Kansas,808,        Support activities for transportation,7668
20000,Kansas,809,        Couriers and messengers,12400
20000,Kansas,811,        Warehousing and storage,17857
20000,Kansas,900,      Information,22881
20000,Kansas,901,        Publishing industries (except Internet),5833
20000,Kansas,902,        Motion picture and sound recording industries,2189
20000,Kansas,903,        Broadcasting (except Internet),2333
20000,Kansas,904,        Internet publishing and broadcasting 3/,(NA)
20000,Kansas,905,        Telecommunications,8454
20000,Kansas,906,"        Data processing, hosting, and related services",2659
20000,Kansas,907,        Other information services 3/,1413
20000,Kansas,1000,      Finance and insurance,106137
20000,Kansas,1001,        Monetary Authorities-central bank,(D)
20000,Kansas,1002,        Credit intermediation and related activities,28901
20000,Kansas,1003,"        Securities, commodity contracts, and other financial investments and related activities",30921
20000,Kansas,1004,        Insurance carriers and related activities,42652
20000,Kansas,1005,"        Funds, trusts, and other financial vehicles",(D)
20000,Kansas,1100,      Real estate and rental and leasing,74861
20000,Kansas,1101,        Real estate,68536
20000,Kansas,1102,        Rental and leasing services,6076
20000,Kansas,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),249
20000,Kansas,1200,"      Professional, scientific, and technical services",111865
20000,Kansas,1300,      Management of companies and enterprises,30793
20000,Kansas,1400,      Administrative and support and waste management and remediation services,100494
20000,Kansas,1401,        Administrative and support services,96903
20000,Kansas,1402,        Waste management and remediation services,3591
20000,Kansas,1500,      Educational services,28894
20000,Kansas,1600,      Health care and social assistance,206764
20000,Kansas,1601,        Ambulatory health care services,68001
20000,Kansas,1602,        Hospitals,51985
20000,Kansas,1603,        Nursing and residential care facilities,40121
20000,Kansas,1604,        Social assistance,46657
20000,Kansas,1700,"      Arts, entertainment, and recreation",34481
20000,Kansas,1701,"        Performing arts, spectator sports, and related industries",16869
20000,Kansas,1702,"        Museums, historical sites, and similar institutions",980
20000,Kansas,1703,"        Amusement, gambling, and recreation industries",16632
20000,Kansas,1800,      Accommodation and food services,123224
20000,Kansas,1801,        Accommodation,13310
20000,Kansas,1802,        Food services and drinking places,109914
20000,Kansas,1900,      Other services (except government and government enterprises),101041
20000,Kansas,1901,        Repair and maintenance,22988
20000,Kansas,1902,        Personal and laundry services,33948
20000,Kansas,1903,"        Religious, grantmaking, civic, professional, and similar organizations",35697
20000,Kansas,1904,        Private households,8408
20000,Kansas,2000,    Government and government enterprises,299547
20000,Kansas,2001,      Federal civilian,25536
20000,Kansas,2002,      Military,32232
20000,Kansas,2010,      State and local,241779
20000,Kansas,2011,        State government,59359
20000,Kansas,2012,        Local government,182420
21000,Kentucky,,Employment by place of work,
21000,Kentucky,10,Total employment (number of jobs),2572457
21000,Kentucky,,By type,
21000,Kentucky,20,  Wage and salary employment,2039331
21000,Kentucky,40,  Proprietors employment,533126
21000,Kentucky,50,    Farm proprietors employment,67541
21000,Kentucky,60,    Nonfarm proprietors employment 2/,465585
21000,Kentucky,,By industry,
21000,Kentucky,70,  Farm employment,82641
21000,Kentucky,80,  Nonfarm employment,2489816
21000,Kentucky,90,    Private nonfarm employment,2135830
21000,Kentucky,100,"      Forestry, fishing, and related activities",13993
21000,Kentucky,101,        Forestry and logging,1877
21000,Kentucky,102,"        Fishing, hunting and trapping",602
21000,Kentucky,103,        Support activities for agriculture and forestry,11514
21000,Kentucky,200,"      Mining, quarrying, and oil and gas extraction",15040
21000,Kentucky,201,        Oil and gas extraction,4424
21000,Kentucky,202,        Mining (except oil and gas),8602
21000,Kentucky,203,        Support activities for mining,2014
21000,Kentucky,300,      Utilities,7007
21000,Kentucky,400,      Construction,132838
21000,Kentucky,401,        Construction of buildings,27510
21000,Kentucky,402,        Heavy and civil engineering construction,15631
21000,Kentucky,403,        Specialty trade contractors,89697
21000,Kentucky,500,      Manufacturing,260777
21000,Kentucky,510,        Durable goods manufacturing,168980
21000,Kentucky,511,          Wood product manufacturing,11667
21000,Kentucky,512,          Nonmetallic mineral product manufacturing,7673
21000,Kentucky,513,          Primary metal manufacturing,12942
21000,Kentucky,514,          Fabricated metal product manufacturing,23347
21000,Kentucky,515,          Machinery manufacturing,21364
21000,Kentucky,516,          Computer and electronic product manufacturing,4246
21000,Kentucky,517,"          Electrical equipment, appliance, and component manufacturing",10612
21000,Kentucky,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",61519
21000,Kentucky,519,          Other transportation equipment manufacturing,4131
21000,Kentucky,521,          Furniture and related product manufacturing,4584
21000,Kentucky,522,          Miscellaneous manufacturing,6895
21000,Kentucky,530,        Nondurable goods manufacturing,91797
21000,Kentucky,531,          Food manufacturing,29728
21000,Kentucky,532,          Beverage and tobacco product manufacturing,8368
21000,Kentucky,533,          Textile mills,514
21000,Kentucky,534,          Textile product mills,1774
21000,Kentucky,535,          Apparel manufacturing,1681
21000,Kentucky,536,          Leather and allied product manufacturing,272
21000,Kentucky,537,          Paper manufacturing,8656
21000,Kentucky,538,          Printing and related support activities,9114
21000,Kentucky,539,          Petroleum and coal products manufacturing,1365
21000,Kentucky,541,          Chemical manufacturing,12972
21000,Kentucky,542,          Plastics and rubber products manufacturing,17353
21000,Kentucky,600,      Wholesale trade,82019
21000,Kentucky,700,      Retail trade,256359
21000,Kentucky,701,        Motor vehicle and parts dealers,31386
21000,Kentucky,702,        Furniture and home furnishings stores,7239
21000,Kentucky,703,        Electronics and appliance stores,4650
21000,Kentucky,704,        Building material and garden equipment and supplies dealers,20402
21000,Kentucky,705,        Food and beverage stores,35645
21000,Kentucky,706,        Health and personal care stores,20004
21000,Kentucky,707,        Gasoline stations,17128
21000,Kentucky,708,        Clothing and clothing accessories stores,15444
21000,Kentucky,709,"        Sporting goods, hobby, musical instrument, and book stores",8738
21000,Kentucky,711,        General merchandise stores,49831
21000,Kentucky,712,        Miscellaneous store retailers,23004
21000,Kentucky,713,        Nonstore retailers,22888
21000,Kentucky,800,      Transportation and warehousing,140451
21000,Kentucky,801,        Air transportation,3092
21000,Kentucky,802,        Rail transportation,2820
21000,Kentucky,803,        Water transportation,3045
21000,Kentucky,804,        Truck transportation,34795
21000,Kentucky,805,        Transit and ground passenger transportation,12341
21000,Kentucky,806,        Pipeline transportation,869
21000,Kentucky,807,        Scenic and sightseeing transportation,295
21000,Kentucky,808,        Support activities for transportation,12189
21000,Kentucky,809,        Couriers and messengers,39573
21000,Kentucky,811,        Warehousing and storage,31432
21000,Kentucky,900,      Information,27410
21000,Kentucky,901,        Publishing industries (except Internet),5359
21000,Kentucky,902,        Motion picture and sound recording industries,2797
21000,Kentucky,903,        Broadcasting (except Internet),3315
21000,Kentucky,904,        Internet publishing and broadcasting 3/,(NA)
21000,Kentucky,905,        Telecommunications,10597
21000,Kentucky,906,"        Data processing, hosting, and related services",4419
21000,Kentucky,907,        Other information services 3/,923
21000,Kentucky,1000,      Finance and insurance,112319
21000,Kentucky,1001,        Monetary Authorities-central bank,18
21000,Kentucky,1002,        Credit intermediation and related activities,35685
21000,Kentucky,1003,"        Securities, commodity contracts, and other financial investments and related activities",24490
21000,Kentucky,1004,        Insurance carriers and related activities,47631
21000,Kentucky,1005,"        Funds, trusts, and other financial vehicles",4495
21000,Kentucky,1100,      Real estate and rental and leasing,96414
21000,Kentucky,1101,        Real estate,86687
21000,Kentucky,1102,        Rental and leasing services,9605
21000,Kentucky,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),122
21000,Kentucky,1200,"      Professional, scientific, and technical services",119788
21000,Kentucky,1300,      Management of companies and enterprises,23795
21000,Kentucky,1400,      Administrative and support and waste management and remediation services,155475
21000,Kentucky,1401,        Administrative and support services,149261
21000,Kentucky,1402,        Waste management and remediation services,6214
21000,Kentucky,1500,      Educational services,40473
21000,Kentucky,1600,      Health care and social assistance,280570
21000,Kentucky,1601,        Ambulatory health care services,103872
21000,Kentucky,1602,        Hospitals,80893
21000,Kentucky,1603,        Nursing and residential care facilities,44629
21000,Kentucky,1604,        Social assistance,51176
21000,Kentucky,1700,"      Arts, entertainment, and recreation",44860
21000,Kentucky,1701,"        Performing arts, spectator sports, and related industries",23511
21000,Kentucky,1702,"        Museums, historical sites, and similar institutions",2658
21000,Kentucky,1703,"        Amusement, gambling, and recreation industries",18691
21000,Kentucky,1800,      Accommodation and food services,189443
21000,Kentucky,1801,        Accommodation,18598
21000,Kentucky,1802,        Food services and drinking places,170845
21000,Kentucky,1900,      Other services (except government and government enterprises),136799
21000,Kentucky,1901,        Repair and maintenance,32619
21000,Kentucky,1902,        Personal and laundry services,50389
21000,Kentucky,1903,"        Religious, grantmaking, civic, professional, and similar organizations",41822
21000,Kentucky,1904,        Private households,11969
21000,Kentucky,2000,    Government and government enterprises,353986
21000,Kentucky,2001,      Federal civilian,34918
21000,Kentucky,2002,      Military,45355
21000,Kentucky,2010,      State and local,273713
21000,Kentucky,2011,        State government,98577
21000,Kentucky,2012,        Local government,175136
22000,Louisiana,,Employment by place of work,
22000,Louisiana,10,Total employment (number of jobs),2745180
22000,Louisiana,,By type,
22000,Louisiana,20,  Wage and salary employment,2062866
22000,Louisiana,40,  Proprietors employment,682314
22000,Louisiana,50,    Farm proprietors employment,23528
22000,Louisiana,60,    Nonfarm proprietors employment 2/,658786
22000,Louisiana,,By industry,
22000,Louisiana,70,  Farm employment,32591
22000,Louisiana,80,  Nonfarm employment,2712589
22000,Louisiana,90,    Private nonfarm employment,2353572
22000,Louisiana,100,"      Forestry, fishing, and related activities",18861
22000,Louisiana,101,        Forestry and logging,4430
22000,Louisiana,102,"        Fishing, hunting and trapping",7913
22000,Louisiana,103,        Support activities for agriculture and forestry,6518
22000,Louisiana,200,"      Mining, quarrying, and oil and gas extraction",53690
22000,Louisiana,201,        Oil and gas extraction,21645
22000,Louisiana,202,        Mining (except oil and gas),1869
22000,Louisiana,203,        Support activities for mining,30176
22000,Louisiana,300,      Utilities,8903
22000,Louisiana,400,      Construction,203752
22000,Louisiana,401,        Construction of buildings,42726
22000,Louisiana,402,        Heavy and civil engineering construction,47221
22000,Louisiana,403,        Specialty trade contractors,113805
22000,Louisiana,500,      Manufacturing,148238
22000,Louisiana,510,        Durable goods manufacturing,71175
22000,Louisiana,511,          Wood product manufacturing,7703
22000,Louisiana,512,          Nonmetallic mineral product manufacturing,6180
22000,Louisiana,513,          Primary metal manufacturing,4389
22000,Louisiana,514,          Fabricated metal product manufacturing,18937
22000,Louisiana,515,          Machinery manufacturing,13655
22000,Louisiana,516,          Computer and electronic product manufacturing,2605
22000,Louisiana,517,"          Electrical equipment, appliance, and component manufacturing",1490
22000,Louisiana,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
22000,Louisiana,519,          Other transportation equipment manufacturing,(D)
22000,Louisiana,521,          Furniture and related product manufacturing,1492
22000,Louisiana,522,          Miscellaneous manufacturing,5579
22000,Louisiana,530,        Nondurable goods manufacturing,77063
22000,Louisiana,531,          Food manufacturing,17755
22000,Louisiana,532,          Beverage and tobacco product manufacturing,2655
22000,Louisiana,533,          Textile mills,558
22000,Louisiana,534,          Textile product mills,1060
22000,Louisiana,535,          Apparel manufacturing,688
22000,Louisiana,536,          Leather and allied product manufacturing,219
22000,Louisiana,537,          Paper manufacturing,6745
22000,Louisiana,538,          Printing and related support activities,3757
22000,Louisiana,539,          Petroleum and coal products manufacturing,11655
22000,Louisiana,541,          Chemical manufacturing,28150
22000,Louisiana,542,          Plastics and rubber products manufacturing,3821
22000,Louisiana,600,      Wholesale trade,76392
22000,Louisiana,700,      Retail trade,271313
22000,Louisiana,701,        Motor vehicle and parts dealers,33030
22000,Louisiana,702,        Furniture and home furnishings stores,6740
22000,Louisiana,703,        Electronics and appliance stores,6444
22000,Louisiana,704,        Building material and garden equipment and supplies dealers,21123
22000,Louisiana,705,        Food and beverage stores,41027
22000,Louisiana,706,        Health and personal care stores,20074
22000,Louisiana,707,        Gasoline stations,21538
22000,Louisiana,708,        Clothing and clothing accessories stores,19984
22000,Louisiana,709,"        Sporting goods, hobby, musical instrument, and book stores",9507
22000,Louisiana,711,        General merchandise stores,51513
22000,Louisiana,712,        Miscellaneous store retailers,20833
22000,Louisiana,713,        Nonstore retailers,19500
22000,Louisiana,800,      Transportation and warehousing,119096
22000,Louisiana,801,        Air transportation,3041
22000,Louisiana,802,        Rail transportation,(D)
22000,Louisiana,803,        Water transportation,9978
22000,Louisiana,804,        Truck transportation,28623
22000,Louisiana,805,        Transit and ground passenger transportation,25294
22000,Louisiana,806,        Pipeline transportation,2613
22000,Louisiana,807,        Scenic and sightseeing transportation,1198
22000,Louisiana,808,        Support activities for transportation,21685
22000,Louisiana,809,        Couriers and messengers,(D)
22000,Louisiana,811,        Warehousing and storage,8956
22000,Louisiana,900,      Information,29115
22000,Louisiana,901,        Publishing industries (except Internet),4362
22000,Louisiana,902,        Motion picture and sound recording industries,7240
22000,Louisiana,903,        Broadcasting (except Internet),3675
22000,Louisiana,904,        Internet publishing and broadcasting 3/,(NA)
22000,Louisiana,905,        Telecommunications,9986
22000,Louisiana,906,"        Data processing, hosting, and related services",3284
22000,Louisiana,907,        Other information services 3/,568
22000,Louisiana,1000,      Finance and insurance,113821
22000,Louisiana,1001,        Monetary Authorities-central bank,(D)
22000,Louisiana,1002,        Credit intermediation and related activities,32212
22000,Louisiana,1003,"        Securities, commodity contracts, and other financial investments and related activities",30927
22000,Louisiana,1004,        Insurance carriers and related activities,43739
22000,Louisiana,1005,"        Funds, trusts, and other financial vehicles",(D)
22000,Louisiana,1100,      Real estate and rental and leasing,128006
22000,Louisiana,1101,        Real estate,106626
22000,Louisiana,1102,        Rental and leasing services,21105
22000,Louisiana,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),275
22000,Louisiana,1200,"      Professional, scientific, and technical services",150492
22000,Louisiana,1300,      Management of companies and enterprises,28366
22000,Louisiana,1400,      Administrative and support and waste management and remediation services,163073
22000,Louisiana,1401,        Administrative and support services,152065
22000,Louisiana,1402,        Waste management and remediation services,11008
22000,Louisiana,1500,      Educational services,57033
22000,Louisiana,1600,      Health care and social assistance,322483
22000,Louisiana,1601,        Ambulatory health care services,135130
22000,Louisiana,1602,        Hospitals,77727
22000,Louisiana,1603,        Nursing and residential care facilities,46253
22000,Louisiana,1604,        Social assistance,63373
22000,Louisiana,1700,"      Arts, entertainment, and recreation",56269
22000,Louisiana,1701,"        Performing arts, spectator sports, and related industries",27797
22000,Louisiana,1702,"        Museums, historical sites, and similar institutions",2656
22000,Louisiana,1703,"        Amusement, gambling, and recreation industries",25816
22000,Louisiana,1800,      Accommodation and food services,231100
22000,Louisiana,1801,        Accommodation,37534
22000,Louisiana,1802,        Food services and drinking places,193566
22000,Louisiana,1900,      Other services (except government and government enterprises),173569
22000,Louisiana,1901,        Repair and maintenance,37487
22000,Louisiana,1902,        Personal and laundry services,71647
22000,Louisiana,1903,"        Religious, grantmaking, civic, professional, and similar organizations",46439
22000,Louisiana,1904,        Private households,17996
22000,Louisiana,2000,    Government and government enterprises,359017
22000,Louisiana,2001,      Federal civilian,31692
22000,Louisiana,2002,      Military,33774
22000,Louisiana,2010,      State and local,293551
22000,Louisiana,2011,        State government,81702
22000,Louisiana,2012,        Local government,211849
23000,Maine,,Employment by place of work,
23000,Maine,10,Total employment (number of jobs),856302
23000,Maine,,By type,
23000,Maine,20,  Wage and salary employment,651621
23000,Maine,40,  Proprietors employment,204681
23000,Maine,50,    Farm proprietors employment,6960
23000,Maine,60,    Nonfarm proprietors employment 2/,197721
23000,Maine,,By industry,
23000,Maine,70,  Farm employment,10549
23000,Maine,80,  Nonfarm employment,845753
23000,Maine,90,    Private nonfarm employment,736986
23000,Maine,100,"      Forestry, fishing, and related activities",14675
23000,Maine,101,        Forestry and logging,4235
23000,Maine,102,"        Fishing, hunting and trapping",7471
23000,Maine,103,        Support activities for agriculture and forestry,2969
23000,Maine,200,"      Mining, quarrying, and oil and gas extraction",671
23000,Maine,201,        Oil and gas extraction,106
23000,Maine,202,        Mining (except oil and gas),(D)
23000,Maine,203,        Support activities for mining,(D)
23000,Maine,300,      Utilities,1756
23000,Maine,400,      Construction,57044
23000,Maine,401,        Construction of buildings,13617
23000,Maine,402,        Heavy and civil engineering construction,4593
23000,Maine,403,        Specialty trade contractors,38834
23000,Maine,500,      Manufacturing,58297
23000,Maine,510,        Durable goods manufacturing,33233
23000,Maine,511,          Wood product manufacturing,4975
23000,Maine,512,          Nonmetallic mineral product manufacturing,1787
23000,Maine,513,          Primary metal manufacturing,(D)
23000,Maine,514,          Fabricated metal product manufacturing,5635
23000,Maine,515,          Machinery manufacturing,2342
23000,Maine,516,          Computer and electronic product manufacturing,2290
23000,Maine,517,"          Electrical equipment, appliance, and component manufacturing",506
23000,Maine,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
23000,Maine,519,          Other transportation equipment manufacturing,9826
23000,Maine,521,          Furniture and related product manufacturing,1570
23000,Maine,522,          Miscellaneous manufacturing,2932
23000,Maine,530,        Nondurable goods manufacturing,25064
23000,Maine,531,          Food manufacturing,6409
23000,Maine,532,          Beverage and tobacco product manufacturing,2230
23000,Maine,533,          Textile mills,922
23000,Maine,534,          Textile product mills,988
23000,Maine,535,          Apparel manufacturing,408
23000,Maine,536,          Leather and allied product manufacturing,1909
23000,Maine,537,          Paper manufacturing,4608
23000,Maine,538,          Printing and related support activities,1775
23000,Maine,539,          Petroleum and coal products manufacturing,408
23000,Maine,541,          Chemical manufacturing,3092
23000,Maine,542,          Plastics and rubber products manufacturing,2315
23000,Maine,600,      Wholesale trade,22221
23000,Maine,700,      Retail trade,98154
23000,Maine,701,        Motor vehicle and parts dealers,11922
23000,Maine,702,        Furniture and home furnishings stores,1983
23000,Maine,703,        Electronics and appliance stores,1769
23000,Maine,704,        Building material and garden equipment and supplies dealers,8162
23000,Maine,705,        Food and beverage stores,19802
23000,Maine,706,        Health and personal care stores,4429
23000,Maine,707,        Gasoline stations,7627
23000,Maine,708,        Clothing and clothing accessories stores,4794
23000,Maine,709,"        Sporting goods, hobby, musical instrument, and book stores",3806
23000,Maine,711,        General merchandise stores,12510
23000,Maine,712,        Miscellaneous store retailers,9825
23000,Maine,713,        Nonstore retailers,11525
23000,Maine,800,      Transportation and warehousing,23780
23000,Maine,801,        Air transportation,320
23000,Maine,802,        Rail transportation,509
23000,Maine,803,        Water transportation,199
23000,Maine,804,        Truck transportation,7523
23000,Maine,805,        Transit and ground passenger transportation,4916
23000,Maine,806,        Pipeline transportation,73
23000,Maine,807,        Scenic and sightseeing transportation,547
23000,Maine,808,        Support activities for transportation,1960
23000,Maine,809,        Couriers and messengers,3616
23000,Maine,811,        Warehousing and storage,4117
23000,Maine,900,      Information,9717
23000,Maine,901,        Publishing industries (except Internet),2988
23000,Maine,902,        Motion picture and sound recording industries,1204
23000,Maine,903,        Broadcasting (except Internet),1234
23000,Maine,904,        Internet publishing and broadcasting 3/,(NA)
23000,Maine,905,        Telecommunications,2611
23000,Maine,906,"        Data processing, hosting, and related services",895
23000,Maine,907,        Other information services 3/,785
23000,Maine,1000,      Finance and insurance,35056
23000,Maine,1001,        Monetary Authorities-central bank,0
23000,Maine,1002,        Credit intermediation and related activities,12211
23000,Maine,1003,"        Securities, commodity contracts, and other financial investments and related activities",7206
23000,Maine,1004,        Insurance carriers and related activities,14725
23000,Maine,1005,"        Funds, trusts, and other financial vehicles",914
23000,Maine,1100,      Real estate and rental and leasing,37021
23000,Maine,1101,        Real estate,33914
23000,Maine,1102,        Rental and leasing services,(D)
23000,Maine,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(D)
23000,Maine,1200,"      Professional, scientific, and technical services",49450
23000,Maine,1300,      Management of companies and enterprises,12737
23000,Maine,1400,      Administrative and support and waste management and remediation services,42750
23000,Maine,1401,        Administrative and support services,40202
23000,Maine,1402,        Waste management and remediation services,2548
23000,Maine,1500,      Educational services,22553
23000,Maine,1600,      Health care and social assistance,118985
23000,Maine,1601,        Ambulatory health care services,37055
23000,Maine,1602,        Hospitals,33590
23000,Maine,1603,        Nursing and residential care facilities,23189
23000,Maine,1604,        Social assistance,25151
23000,Maine,1700,"      Arts, entertainment, and recreation",23040
23000,Maine,1701,"        Performing arts, spectator sports, and related industries",13251
23000,Maine,1702,"        Museums, historical sites, and similar institutions",767
23000,Maine,1703,"        Amusement, gambling, and recreation industries",9022
23000,Maine,1800,      Accommodation and food services,66069
23000,Maine,1801,        Accommodation,14748
23000,Maine,1802,        Food services and drinking places,51321
23000,Maine,1900,      Other services (except government and government enterprises),43010
23000,Maine,1901,        Repair and maintenance,11794
23000,Maine,1902,        Personal and laundry services,15276
23000,Maine,1903,"        Religious, grantmaking, civic, professional, and similar organizations",11818
23000,Maine,1904,        Private households,4122
23000,Maine,2000,    Government and government enterprises,108767
23000,Maine,2001,      Federal civilian,16090
23000,Maine,2002,      Military,6807
23000,Maine,2010,      State and local,85870
23000,Maine,2011,        State government,26340
23000,Maine,2012,        Local government,59530
24000,Maryland,,Employment by place of work,
24000,Maryland,10,Total employment (number of jobs),3803930
24000,Maryland,,By type,
24000,Maryland,20,  Wage and salary employment,2880591
24000,Maryland,40,  Proprietors employment,923339
24000,Maryland,50,    Farm proprietors employment,11045
24000,Maryland,60,    Nonfarm proprietors employment 2/,912294
24000,Maryland,,By industry,
24000,Maryland,70,  Farm employment,17512
24000,Maryland,80,  Nonfarm employment,3786418
24000,Maryland,90,    Private nonfarm employment,3213553
24000,Maryland,100,"      Forestry, fishing, and related activities",6936
24000,Maryland,101,        Forestry and logging,633
24000,Maryland,102,"        Fishing, hunting and trapping",2244
24000,Maryland,103,        Support activities for agriculture and forestry,4059
24000,Maryland,200,"      Mining, quarrying, and oil and gas extraction",2897
24000,Maryland,201,        Oil and gas extraction,1241
24000,Maryland,202,        Mining (except oil and gas),1308
24000,Maryland,203,        Support activities for mining,348
24000,Maryland,300,      Utilities,10308
24000,Maryland,400,      Construction,245466
24000,Maryland,401,        Construction of buildings,57420
24000,Maryland,402,        Heavy and civil engineering construction,20564
24000,Maryland,403,        Specialty trade contractors,167482
24000,Maryland,500,      Manufacturing,122907
24000,Maryland,510,        Durable goods manufacturing,63935
24000,Maryland,511,          Wood product manufacturing,2983
24000,Maryland,512,          Nonmetallic mineral product manufacturing,4527
24000,Maryland,513,          Primary metal manufacturing,945
24000,Maryland,514,          Fabricated metal product manufacturing,8886
24000,Maryland,515,          Machinery manufacturing,7690
24000,Maryland,516,          Computer and electronic product manufacturing,21093
24000,Maryland,517,"          Electrical equipment, appliance, and component manufacturing",2293
24000,Maryland,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
24000,Maryland,519,          Other transportation equipment manufacturing,(D)
24000,Maryland,521,          Furniture and related product manufacturing,4241
24000,Maryland,522,          Miscellaneous manufacturing,6894
24000,Maryland,530,        Nondurable goods manufacturing,58972
24000,Maryland,531,          Food manufacturing,18744
24000,Maryland,532,          Beverage and tobacco product manufacturing,4159
24000,Maryland,533,          Textile mills,445
24000,Maryland,534,          Textile product mills,908
24000,Maryland,535,          Apparel manufacturing,1353
24000,Maryland,536,          Leather and allied product manufacturing,364
24000,Maryland,537,          Paper manufacturing,2383
24000,Maryland,538,          Printing and related support activities,8572
24000,Maryland,539,          Petroleum and coal products manufacturing,901
24000,Maryland,541,          Chemical manufacturing,14751
24000,Maryland,542,          Plastics and rubber products manufacturing,6392
24000,Maryland,600,      Wholesale trade,96254
24000,Maryland,700,      Retail trade,337505
24000,Maryland,701,        Motor vehicle and parts dealers,40811
24000,Maryland,702,        Furniture and home furnishings stores,10226
24000,Maryland,703,        Electronics and appliance stores,8326
24000,Maryland,704,        Building material and garden equipment and supplies dealers,23594
24000,Maryland,705,        Food and beverage stores,68553
24000,Maryland,706,        Health and personal care stores,22545
24000,Maryland,707,        Gasoline stations,11772
24000,Maryland,708,        Clothing and clothing accessories stores,28292
24000,Maryland,709,"        Sporting goods, hobby, musical instrument, and book stores",12139
24000,Maryland,711,        General merchandise stores,52095
24000,Maryland,712,        Miscellaneous store retailers,26118
24000,Maryland,713,        Nonstore retailers,33034
24000,Maryland,800,      Transportation and warehousing,175947
24000,Maryland,801,        Air transportation,6206
24000,Maryland,802,        Rail transportation,(D)
24000,Maryland,803,        Water transportation,1139
24000,Maryland,804,        Truck transportation,26347
24000,Maryland,805,        Transit and ground passenger transportation,70186
24000,Maryland,806,        Pipeline transportation,(D)
24000,Maryland,807,        Scenic and sightseeing transportation,665
24000,Maryland,808,        Support activities for transportation,13015
24000,Maryland,809,        Couriers and messengers,30237
24000,Maryland,811,        Warehousing and storage,25498
24000,Maryland,900,      Information,49195
24000,Maryland,901,        Publishing industries (except Internet),14414
24000,Maryland,902,        Motion picture and sound recording industries,5833
24000,Maryland,903,        Broadcasting (except Internet),5025
24000,Maryland,904,        Internet publishing and broadcasting 3/,(NA)
24000,Maryland,905,        Telecommunications,15945
24000,Maryland,906,"        Data processing, hosting, and related services",5661
24000,Maryland,907,        Other information services 3/,2317
24000,Maryland,1000,      Finance and insurance,171045
24000,Maryland,1001,        Monetary Authorities-central bank,(D)
24000,Maryland,1002,        Credit intermediation and related activities,45120
24000,Maryland,1003,"        Securities, commodity contracts, and other financial investments and related activities",61758
24000,Maryland,1004,        Insurance carriers and related activities,54088
24000,Maryland,1005,"        Funds, trusts, and other financial vehicles",(D)
24000,Maryland,1100,      Real estate and rental and leasing,193555
24000,Maryland,1101,        Real estate,179399
24000,Maryland,1102,        Rental and leasing services,13754
24000,Maryland,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),402
24000,Maryland,1200,"      Professional, scientific, and technical services",377636
24000,Maryland,1300,      Management of companies and enterprises,32529
24000,Maryland,1400,      Administrative and support and waste management and remediation services,243108
24000,Maryland,1401,        Administrative and support services,232703
24000,Maryland,1402,        Waste management and remediation services,10405
24000,Maryland,1500,      Educational services,110475
24000,Maryland,1600,      Health care and social assistance,455943
24000,Maryland,1601,        Ambulatory health care services,194468
